index,pixel_0_0,pixel_0_1,pixel_0_2,pixel_0_3,pixel_0_4,pixel_0_5,pixel_0_6,pixel_0_7,pixel_1_0,pixel_1_1,pixel_1_2,pixel_1_3,pixel_1_4,pixel_1_5,pixel_1_6,pixel_1_7,pixel_2_0,pixel_2_1,pixel_2_2,pixel_2_3,pixel_2_4,pixel_2_5,pixel_2_6,pixel_2_7,pixel_3_0,pixel_3_1,pixel_3_2,pixel_3_3,pixel_3_4,pixel_3_5,pixel_3_6,pixel_3_7,pixel_4_0,pixel_4_1,pixel_4_2,pixel_4_3,pixel_4_4,pixel_4_5,pixel_4_6,pixel_4_7,pixel_5_0,pixel_5_1,pixel_5_2,pixel_5_3,pixel_5_4,pixel_5_5,pixel_5_6,pixel_5_7,pixel_6_0,pixel_6_1,pixel_6_2,pixel_6_3,pixel_6_4,pixel_6_5,pixel_6_6,pixel_6_7,pixel_7_0,pixel_7_1,pixel_7_2,pixel_7_3,pixel_7_4,pixel_7_5,pixel_7_6,pixel_7_7,target
209,0.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0,1.0,9.0,16.0,16.0,3.0,0.0,0.0,0.0,4.0,16.0,8.0,11.0,11.0,0.0,0.0,0.0,3.0,16.0,7.0,4.0,16.0,4.0,0.0,0.0,8.0,16.0,4.0,0.0,16.0,8.0,0.0,0.0,5.0,16.0,10.0,0.0,13.0,11.0,0.0,0.0,0.0,13.0,16.0,16.0,16.0,9.0,0.0,0.0,0.0,2.0,10.0,13.0,6.0,0.0,0.0,0
721,0.0,0.0,9.0,16.0,16.0,9.0,0.0,0.0,0.0,5.0,16.0,14.0,15.0,16.0,1.0,0.0,0.0,2.0,11.0,1.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,1.0,0.0,0.0,0.0,0.0,6.0,16.0,7.0,8.0,7.0,0.0,0.0,0.0,9.0,16.0,15.0,14.0,2.0,0.0,0.0,0.0,9.0,16.0,13.0,1.0,0.0,0.0,2
1386,0.0,0.0,2.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,16.0,1.0,0.0,0.0,0.0,0.0,2.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,13.0,0.0,0.0,0.0,1
1132,0.0,0.0,12.0,16.0,15.0,6.0,0.0,0.0,0.0,0.0,15.0,12.0,7.0,15.0,1.0,0.0,0.0,1.0,15.0,15.0,7.0,16.0,4.0,0.0,0.0,1.0,12.0,16.0,16.0,14.0,1.0,0.0,0.0,0.0,0.0,4.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,16.0,6.0,0.0,0.0,0.0,13.0,16.0,16.0,15.0,1.0,0.0,9
287,0.0,0.0,3.0,11.0,13.0,5.0,0.0,0.0,0.0,0.0,10.0,12.0,5.0,16.0,0.0,0.0,0.0,0.0,7.0,10.0,6.0,15.0,4.0,0.0,0.0,0.0,2.0,13.0,16.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,0.0,0.0,9.0,7.0,0.0,8.0,11.0,0.0,0.0,0.0,3.0,9.0,16.0,16.0,6.0,0.0,9
515,0.0,0.0,8.0,11.0,8.0,10.0,0.0,0.0,0.0,3.0,15.0,8.0,12.0,16.0,4.0,0.0,0.0,3.0,12.0,0.0,3.0,16.0,2.0,0.0,0.0,0.0,11.0,10.0,15.0,10.0,0.0,0.0,0.0,0.0,4.0,16.0,16.0,6.0,0.0,0.0,0.0,0.0,7.0,9.0,4.0,16.0,0.0,0.0,0.0,0.0,12.0,11.0,5.0,16.0,0.0,0.0,0.0,0.0,3.0,10.0,9.0,3.0,0.0,0.0,8
1066,0.0,0.0,10.0,13.0,9.0,1.0,0.0,0.0,0.0,2.0,16.0,7.0,10.0,8.0,0.0,0.0,0.0,0.0,12.0,12.0,7.0,11.0,0.0,0.0,0.0,3.0,16.0,16.0,16.0,7.0,0.0,0.0,0.0,0.0,5.0,8.0,12.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,0.0,0.0,0.0,11.0,16.0,16.0,16.0,8.0,0.0,9
1279,0.0,0.0,11.0,16.0,16.0,14.0,0.0,0.0,0.0,1.0,16.0,15.0,13.0,15.0,1.0,0.0,0.0,0.0,14.0,15.0,16.0,6.0,0.0,0.0,0.0,0.0,8.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,10.0,0.0,0.0,0.0,8
1108,0.0,0.0,10.0,15.0,8.0,13.0,6.0,0.0,0.0,0.0,13.0,14.0,14.0,15.0,2.0,0.0,0.0,1.0,15.0,0.0,13.0,7.0,0.0,0.0,0.0,2.0,7.0,9.0,16.0,13.0,13.0,0.0,0.0,0.0,10.0,16.0,11.0,7.0,2.0,0.0,0.0,0.0,4.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,7
319,0.0,1.0,10.0,16.0,16.0,6.0,0.0,0.0,0.0,7.0,14.0,9.0,12.0,12.0,0.0,0.0,0.0,1.0,1.0,5.0,15.0,5.0,0.0,0.0,0.0,0.0,3.0,16.0,14.0,3.0,0.0,0.0,0.0,0.0,1.0,11.0,14.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,0.0,0.0,0.0,7.0,8.0,13.0,16.0,5.0,0.0,0.0,0.0,15.0,16.0,12.0,5.0,0.0,0.0,3
750,0.0,0.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,7.0,5.0,5.0,0.0,0.0,0.0,2.0,16.0,13.0,9.0,13.0,11.0,0.0,0.0,0.0,8.0,13.0,7.0,5.0,15.0,3.0,0.0,0.0,0.0,5.0,11.0,13.0,12.0,2.0,6
788,0.0,3.0,15.0,14.0,5.0,0.0,0.0,0.0,0.0,14.0,14.0,14.0,15.0,0.0,0.0,0.0,0.0,8.0,1.0,6.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,2.0,0.0,0.0,0.0,0.0,1.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,2.0,0.0,1.0,0.0,0.0,4.0,16.0,15.0,8.0,9.0,15.0,0.0,0.0,3.0,16.0,16.0,16.0,15.0,5.0,0.0,2
1408,0.0,0.0,0.0,2.0,14.0,5.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,5.0,16.0,3.0,4.0,6.0,2.0,0.0,0.0,14.0,16.0,14.0,16.0,16.0,10.0,0.0,0.0,9.0,12.0,7.0,8.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,6.0,0.0,0.0,4
473,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,6.0,0.0,0.0,0.0,0.0,1.0,15.0,5.0,14.0,3.0,0.0,0.0,0.0,12.0,8.0,4.0,16.0,0.0,0.0,0.0,5.0,16.0,9.0,10.0,16.0,4.0,0.0,0.0,1.0,11.0,12.0,14.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,4
290,0.0,0.0,0.0,8.0,15.0,2.0,0.0,0.0,0.0,0.0,6.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,16.0,14.0,0.0,0.0,0.0,0.0,14.0,15.0,6.0,8.0,11.0,0.0,0.0,3.0,12.0,14.0,5.0,10.0,13.0,0.0,0.0,0.0,0.0,9.0,16.0,13.0,5.0,0.0,6
601,0.0,0.0,6.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,13.0,15.0,16.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,15.0,8.0,0.0,0.0,0.0,0.0,6.0,9.0,14.0,15.0,13.0,7.0,0.0,0.0,5.0,15.0,16.0,16.0,15.0,3.0,1
567,0.0,0.0,2.0,14.0,8.0,0.0,0.0,0.0,0.0,3.0,14.0,10.0,16.0,1.0,0.0,0.0,0.0,11.0,8.0,2.0,15.0,0.0,0.0,0.0,0.0,9.0,8.0,1.0,13.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,4.0,7.0,3.0,0.0,0.0,1.0,14.0,16.0,16.0,13.0,8.0,2
1202,0.0,2.0,10.0,15.0,16.0,16.0,14.0,0.0,0.0,7.0,11.0,4.0,6.0,15.0,9.0,0.0,0.0,0.0,0.0,6.0,15.0,12.0,0.0,0.0,0.0,0.0,3.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,16.0,2.0,0.0,0.0,0.0,1.0,16.0,16.0,6.0,0.0,0.0,0.0,3
1603,0.0,2.0,11.0,14.0,14.0,9.0,0.0,0.0,0.0,3.0,10.0,7.0,10.0,16.0,3.0,0.0,0.0,0.0,0.0,4.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,13.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,9.0,0.0,0.0,0.0,0.0,1.0,15.0,13.0,1.0,0.0,0.0,0.0,3
1539,0.0,0.0,0.0,7.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,6.0,5.0,0.0,0.0,0.0,4.0,16.0,7.0,14.0,13.0,2.0,0.0,0.0,10.0,16.0,13.0,16.0,16.0,10.0,0.0,0.0,8.0,15.0,14.0,16.0,10.0,1.0,0.0,0.0,0.0,0.0,9.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,1.0,0.0,0.0,4
561,0.0,0.0,1.0,10.0,15.0,10.0,0.0,0.0,0.0,1.0,13.0,11.0,8.0,12.0,0.0,0.0,0.0,2.0,9.0,0.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,10.0,0.0,0.0,0.0,13.0,7.0,0.0,2.0,16.0,0.0,0.0,0.0,2.0,11.0,15.0,16.0,12.0,0.0,3
246,0.0,4.0,13.0,9.0,8.0,3.0,0.0,0.0,0.0,5.0,16.0,14.0,12.0,12.0,6.0,0.0,0.0,8.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,14.0,0.0,0.0,0.0,0.0,4.0,14.0,14.0,3.0,0.0,0.0,0.0,5
968,0.0,0.0,2.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,1.0,4.0,6.0,0.0,0.0,0.0,7.0,16.0,16.0,15.0,15.0,8.0,0.0,0.0,0.0,16.0,13.0,0.0,4.0,12.0,0.0,0.0,0.0,10.0,12.0,4.0,8.0,15.0,0.0,0.0,0.0,2.0,11.0,16.0,15.0,5.0,0.0,6
1468,0.0,0.0,0.0,4.0,14.0,14.0,1.0,0.0,0.0,0.0,3.0,14.0,12.0,10.0,4.0,0.0,0.0,3.0,13.0,4.0,0.0,8.0,6.0,0.0,0.0,3.0,15.0,9.0,2.0,15.0,1.0,0.0,0.0,0.0,2.0,10.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,4.0,0.0,0.0,0.0,0.0,2.0,12.0,9.0,3.0,0.0,0.0,0.0,0.0,2.0,16.0,14.0,0.0,0.0,8
575,0.0,0.0,1.0,9.0,16.0,6.0,0.0,0.0,0.0,4.0,14.0,10.0,11.0,10.0,0.0,0.0,0.0,12.0,10.0,0.0,13.0,6.0,0.0,0.0,0.0,6.0,7.0,4.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,0.0,8.0,13.0,3.0,0.0,14.0,3.0,0.0,0.0,0.0,8.0,16.0,16.0,13.0,3.0,3
1431,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,8.0,7.0,2.0,0.0,0.0,0.0,8.0,15.0,12.0,13.0,15.0,2.0,0.0,0.0,2.0,15.0,1.0,0.0,7.0,11.0,0.0,0.0,0.0,13.0,8.0,5.0,13.0,9.0,0.0,0.0,0.0,2.0,13.0,16.0,11.0,1.0,0.0,6
1756,0.0,0.0,10.0,15.0,15.0,11.0,4.0,0.0,0.0,1.0,10.0,5.0,7.0,16.0,10.0,0.0,0.0,0.0,0.0,1.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,15.0,3.0,0.0,0.0,0.0,6.0,11.0,16.0,8.0,0.0,0.0,3
1139,0.0,0.0,8.0,16.0,14.0,15.0,0.0,0.0,0.0,0.0,13.0,11.0,15.0,11.0,0.0,0.0,0.0,4.0,14.0,1.0,13.0,5.0,0.0,0.0,0.0,3.0,7.0,8.0,16.0,4.0,3.0,0.0,0.0,0.0,14.0,16.0,16.0,13.0,7.0,0.0,0.0,0.0,5.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,7
1192,0.0,3.0,14.0,14.0,16.0,16.0,10.0,0.0,0.0,9.0,15.0,9.0,7.0,1.0,0.0,0.0,0.0,10.0,16.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,10.0,0.0,0.0,0.0,0.0,3.0,15.0,16.0,4.0,0.0,0.0,0.0,5
1725,0.0,0.0,1.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,10.0,2.0,0.0,0.0,0.0,0.0,7.0,16.0,16.0,16.0,10.0,1.0,0.0,0.0,4.0,16.0,6.0,2.0,14.0,7.0,0.0,0.0,0.0,11.0,15.0,12.0,15.0,8.0,0.0,0.0,0.0,2.0,14.0,15.0,6.0,0.0,0.0,6
867,0.0,0.0,10.0,16.0,16.0,4.0,0.0,0.0,0.0,0.0,9.0,8.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,7.0,3.0,5.0,16.0,2.0,0.0,0.0,0.0,11.0,16.0,16.0,10.0,0.0,0.0,3
1655,0.0,0.0,8.0,16.0,16.0,12.0,0.0,0.0,0.0,0.0,16.0,13.0,10.0,16.0,3.0,0.0,0.0,0.0,12.0,1.0,2.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,2.0,0.0,0.0,0.0,1.0,11.0,16.0,12.0,8.0,8.0,1.0,0.0,0.0,11.0,16.0,16.0,16.0,12.0,1.0,2
1304,0.0,0.0,5.0,13.0,16.0,14.0,0.0,0.0,0.0,1.0,14.0,8.0,5.0,16.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,15.0,2.0,0.0,0.0,0.0,0.0,2.0,8.0,15.0,3.0,0.0,0.0,0.0,0.0,15.0,16.0,13.0,8.0,0.0,0.0,0.0,0.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,7
1083,0.0,0.0,0.0,14.0,14.0,9.0,0.0,0.0,0.0,0.0,4.0,16.0,16.0,10.0,0.0,0.0,0.0,0.0,13.0,16.0,15.0,2.0,0.0,0.0,0.0,1.0,15.0,16.0,11.0,0.0,0.0,0.0,0.0,7.0,16.0,16.0,5.0,0.0,0.0,0.0,0.0,3.0,16.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,12.0,0.0,0.0,0.0,1
655,0.0,0.0,0.0,3.0,13.0,16.0,11.0,0.0,0.0,0.0,4.0,15.0,11.0,8.0,16.0,3.0,0.0,2.0,15.0,9.0,6.0,13.0,15.0,3.0,0.0,4.0,16.0,16.0,16.0,16.0,11.0,0.0,0.0,0.0,7.0,8.0,6.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,4.0,0.0,0.0,9
801,0.0,2.0,12.0,13.0,16.0,16.0,4.0,0.0,0.0,11.0,16.0,13.0,7.0,4.0,1.0,0.0,0.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,0.0,0.0,0.0,0.0,3.0,5.0,16.0,7.0,0.0,0.0,0.0,0.0,3.0,13.0,15.0,0.0,0.0,0.0,0.0,5
470,0.0,0.0,11.0,11.0,2.0,0.0,0.0,0.0,0.0,3.0,16.0,16.0,8.0,0.0,0.0,0.0,0.0,6.0,12.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,3.0,5.0,0.0,0.0,0.0,13.0,16.0,13.0,15.0,9.0,0.0,0.0,1.0,12.0,12.0,12.0,12.0,1.0,0.0,2
1148,0.0,0.0,0.0,9.0,16.0,3.0,0.0,0.0,0.0,0.0,7.0,16.0,7.0,0.0,0.0,0.0,0.0,2.0,15.0,8.0,0.0,1.0,7.0,0.0,0.0,9.0,14.0,0.0,2.0,13.0,14.0,0.0,0.0,8.0,16.0,14.0,15.0,16.0,6.0,0.0,0.0,1.0,7.0,8.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,4
181,0.0,1.0,12.0,14.0,10.0,0.0,0.0,0.0,0.0,5.0,16.0,16.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,1.0,0.0,0.0,0.0,0.0,2.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,14.0,8.0,8.0,3.0,0.0,0.0,0.0,10.0,15.0,13.0,9.0,4.0,0.0,2
